person_unique_id,job_id,panel_number,round_number,insurance_offered,temporary_job,salaried_employee,hourly_wage,hours_per_week
2680708102,26807081023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,25.0
2680708102,26807081024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,25.0
2680708102,26807081025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,25.0
2680723103,26807231034203,26,4,No,No,No,16.0,30.0
2680723103,26807231034204,26,4,No,Yes,No,15.0,40.0
2680723103,26807231035203,26,5,No,Inapplicable,No,16.56,30.0
2680723109,26807231093101,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2680723201,26807232013202,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2680723301,26807233013302,26,3,Inapplicable,Inapplicable,No,16.0,60.0
2680723301,26807233014302,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,60.0
2680723301,26807233014303,26,4,No,No,Unknown/Not reported,Inapplicable,32.0
2680723301,26807233015303,26,5,No,Inapplicable,Unknown/Not reported,Inapplicable,32.0
2680726102,26807261023104,26,3,No,Inapplicable,Inapplicable,Inapplicable,5.0
2680726102,26807261024104,26,4,No,Inapplicable,Inapplicable,Inapplicable,5.0
2680726102,26807261025104,26,5,No,Inapplicable,Inapplicable,Inapplicable,5.0
2680731102,26807311023106,26,3,Inapplicable,No,Inapplicable,Inapplicable,40.0
2680731102,26807311023107,26,3,No,No,Yes,Don't know,40.0
2680731102,26807311024106,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2680731102,26807311025106,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2680732101,26807321013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,47.0
2680732101,26807321014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,47.0
2680732101,26807321015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,47.0
2680735101,26807351013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,50.0
2680735101,26807351013104,26,3,No,Inapplicable,Inapplicable,Inapplicable,30.0
2680735101,26807351014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,50.0
2680735101,26807351015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,50.0
2680735102,26807351025106,26,5,No,No,Inapplicable,Inapplicable,50.0
2680735102,26807351025107,26,5,No,No,Inapplicable,Inapplicable,Don't know
2680747101,26807471013101,26,3,Inapplicable,Inapplicable,No,16.89,40.0
2680747101,26807471014101,26,4,Inapplicable,Inapplicable,No,16.89,40.0
2680747101,26807471015101,26,5,Inapplicable,Inapplicable,No,16.89,40.0
2680747102,26807471023102,26,3,Inapplicable,Inapplicable,No,27.0,40.0
2680747102,26807471024102,26,4,Inapplicable,Inapplicable,No,27.0,40.0
2680747102,26807471025102,26,5,Inapplicable,Inapplicable,No,27.0,40.0
2680752101,26807521013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680752101,26807521014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680752101,26807521015101,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2680758105,26807581053204,26,3,Inapplicable,Inapplicable,Don't know,Don't know,40.0
2680758105,26807581054204,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2680761101,26807611013102,26,3,Don't know,Inapplicable,No,37.0,45.0
2680761101,26807611014102,26,4,Don't know,Inapplicable,No,42.0,45.0
2680761101,26807611015102,26,5,Don't know,Inapplicable,No,42.0,45.0
2680761102,26807611023101,26,3,Inapplicable,Inapplicable,No,42.0,36.0
2680761102,26807611024101,26,4,Inapplicable,Inapplicable,No,46.0,36.0
2680761102,26807611025101,26,5,Inapplicable,Inapplicable,No,46.0,36.0
2680761103,26807611033103,26,3,Yes,Inapplicable,No,15.0,18.0
2680761103,26807611034103,26,4,Yes,Inapplicable,Inapplicable,Inapplicable,18.0
2680761103,26807611034106,26,4,Don't know,No,No,Don't know,12.0
2680761103,26807611035106,26,5,Don't know,Inapplicable,No,Don't know,12.0
2680763101,26807631013101,26,3,Yes,Inapplicable,No,20.0,30.0
2680763101,26807631014101,26,4,Yes,Inapplicable,No,20.68,30.0
2680763101,26807631015101,26,5,Yes,Inapplicable,No,20.68,30.0
2680763102,26807631023102,26,3,No,No,No,10.0,20.0
2680763102,26807631024102,26,4,No,Inapplicable,No,10.0,20.0
2680763102,26807631025102,26,5,No,Inapplicable,No,10.0,20.0
2680764101,26807641013101,26,3,Inapplicable,Inapplicable,No,Don't know,30.0
2680764101,26807641014101,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,30.0
2680764101,26807641014103,26,4,No,No,No,Don't know,8.0
2680764101,26807641014104,26,4,Yes,No,Inapplicable,Inapplicable,4.0
2680764101,26807641015103,26,5,No,Inapplicable,No,Don't know,8.0
2680764101,26807641015104,26,5,Yes,Inapplicable,Inapplicable,Inapplicable,4.0
2680764102,26807641023102,26,3,Inapplicable,Inapplicable,Yes,Don't know,40.0
2680764102,26807641024102,26,4,Inapplicable,Inapplicable,Yes,15.0,40.0
2680764102,26807641025102,26,5,Inapplicable,Inapplicable,Yes,15.0,40.0
2680765101,26807651013102,26,3,No,Inapplicable,No,16.0,35.0
2680765101,26807651014102,26,4,No,Inapplicable,No,17.0,35.0
2680765101,26807651015102,26,5,No,Inapplicable,No,17.0,35.0
2680767101,26807671013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,30.0
2680767101,26807671014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,30.0
2680767101,26807671015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,30.0
2680768104,26807681043101,26,3,Inapplicable,Inapplicable,No,Don't know,40.0
2680768104,26807681044101,26,4,Inapplicable,Inapplicable,No,Don't know,40.0
2680768104,26807681045101,26,5,Inapplicable,Inapplicable,No,Don't know,40.0
2680769101,26807691013101,26,3,Inapplicable,Inapplicable,No,30.5,45.0
2680769101,26807691014101,26,4,Inapplicable,Inapplicable,No,32.5,45.0
2680769101,26807691015101,26,5,Inapplicable,Inapplicable,No,32.5,45.0
2680771101,26807711013101,26,3,No,Inapplicable,No,21.17,10.0
2680771101,26807711014101,26,4,No,Inapplicable,No,21.17,10.0
2680771101,26807711015101,26,5,No,Inapplicable,No,24.0,10.0
2680781101,26807811013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680781101,26807811014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680781101,26807811015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680786101,26807861013103,26,3,No,No,Yes,Inapplicable,30.0
2680786101,26807861014103,26,4,No,Inapplicable,Yes,Inapplicable,30.0
2680786101,26807861015103,26,5,No,Inapplicable,Yes,Inapplicable,30.0
2680786102,26807861023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680786102,26807861024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680786102,26807861025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680787102,26807871023101,26,3,Inapplicable,Inapplicable,No,24.0,65.0
2680787102,26807871024101,26,4,Inapplicable,Inapplicable,No,24.0,65.0
2680787102,26807871025101,26,5,Inapplicable,Inapplicable,No,26.0,65.0
2680788101,26807881013101,26,3,Inapplicable,Inapplicable,No,26.0,50.0
2680788101,26807881014101,26,4,Inapplicable,Inapplicable,No,27.75,50.0
2680788101,26807881015101,26,5,Inapplicable,Inapplicable,No,27.75,50.0
2680795103,26807951033201,26,3,Inapplicable,Inapplicable,No,20.0,40.0
2680795103,26807951034201,26,4,Inapplicable,Inapplicable,No,18.0,40.0
2680795103,26807951035201,26,5,Inapplicable,Inapplicable,No,18.0,40.0
2680796101,26807961013101,26,3,Yes,Inapplicable,Yes,Inapplicable,Don't know
2680796101,26807961013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,5.0
2680796101,26807961014101,26,4,Yes,Inapplicable,Inapplicable,Inapplicable,Don't know
2680796101,26807961014102,26,4,No,No,No,17.0,25.0
2680796101,26807961015102,26,5,No,Inapplicable,No,17.0,25.0
2680796102,26807961023103,26,3,Don't know,Inapplicable,Yes,Inapplicable,40.0
2680796102,26807961024103,26,4,Don't know,Inapplicable,Yes,Inapplicable,40.0
2680796102,26807961025103,26,5,Don't know,Inapplicable,Yes,Inapplicable,40.0
2680804101,26808041013105,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680804102,26808041023101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680804102,26808041024101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680804102,26808041025101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680804103,26808041033103,26,3,Inapplicable,Inapplicable,Yes,25.0,40.0
2680804103,26808041034103,26,4,Inapplicable,Inapplicable,Yes,25.0,40.0
2680804103,26808041035103,26,5,Inapplicable,Inapplicable,Yes,25.0,40.0
2680804104,26808041043106,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680804104,26808041044106,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680804104,26808041045106,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,45.0
2680805101,26808051013101,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,48.0
2680805101,26808051013105,26,3,Yes,Yes,Yes,Inapplicable,40.0
2680805101,26808051014105,26,4,Yes,Inapplicable,Yes,Inapplicable,40.0
2680805101,26808051015105,26,5,Yes,Inapplicable,Yes,Inapplicable,40.0
2680815101,26808151015102,26,5,No,Yes,No,16.0,12.0
2680820101,26808201013103,26,3,Inapplicable,Inapplicable,Unknown/Not reported,Inapplicable,20.0
2680820101,26808201013104,26,3,No,Yes,Inapplicable,Inapplicable,40.0
2680820101,26808201014103,26,4,Inapplicable,Inapplicable,Unknown/Not reported,Inapplicable,20.0
2680820101,26808201014104,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680820101,26808201015103,26,5,Inapplicable,Inapplicable,Unknown/Not reported,Inapplicable,20.0
2680820101,26808201015104,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680824101,26808241013103,26,3,Inapplicable,Inapplicable,No,30.0,36.0
2680824101,26808241014103,26,4,Inapplicable,Inapplicable,No,32.0,36.0
2680824101,26808241015103,26,5,Inapplicable,Inapplicable,No,32.0,36.0
2680824102,26808241023102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680824102,26808241024102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680824102,26808241025102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680825102,26808251023101,26,3,Inapplicable,Inapplicable,No,22.89,40.0
2680825102,26808251024101,26,4,Inapplicable,Inapplicable,No,23.92,40.0
2680825102,26808251025101,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,40.0
2680826101,26808261013101,26,3,Inapplicable,Inapplicable,No,18.0,60.0
2680826101,26808261013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,4.0
2680826101,26808261014101,26,4,Inapplicable,Inapplicable,No,18.0,60.0
2680826101,26808261014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,4.0
2680826101,26808261014106,26,4,No,Yes,Inapplicable,Inapplicable,40.0
2680826101,26808261015101,26,5,Inapplicable,Inapplicable,No,18.0,60.0
2680826101,26808261015106,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680826102,26808261023105,26,3,No,No,Inapplicable,Inapplicable,40.0
2680826102,26808261024105,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680826102,26808261025105,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680826103,26808261035107,26,5,No,No,Yes,14.0,25.0
2680831101,26808311013101,26,3,No,Inapplicable,No,12.18,25.0
2680831101,26808311014101,26,4,No,Inapplicable,No,14.0,25.0
2680831101,26808311015101,26,5,No,Inapplicable,No,14.0,25.0
2680831102,26808311023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2680831102,26808311024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2680831102,26808311024103,26,4,Yes,Yes,No,45.0,40.0
2680831102,26808311025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2680831102,26808311025103,26,5,Yes,Inapplicable,No,45.0,40.0
2680834102,26808341023101,26,3,Yes,Inapplicable,No,9.0,40.0
2680834102,26808341024101,26,4,Yes,Inapplicable,No,9.0,40.0
2680834102,26808341025101,26,5,Yes,Inapplicable,No,9.0,40.0
2680836101,26808361013102,26,3,No,Inapplicable,Yes,Inapplicable,Don't know
2680836101,26808361014102,26,4,No,Inapplicable,Yes,Inapplicable,Don't know
2680836101,26808361015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,Don't know
2680839101,26808391013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680839101,26808391014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680839101,26808391015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680839102,26808391023102,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,32.0
2680839102,26808391023103,26,3,Don't know,No,No,20.0,25.0
2680839102,26808391024103,26,4,Don't know,Inapplicable,No,23.0,25.0
2680839102,26808391025103,26,5,Don't know,Inapplicable,No,23.0,25.0
2680845101,26808451014101,26,4,Yes,No,Inapplicable,Inapplicable,Don't know
2680845101,26808451015101,26,5,Yes,Inapplicable,Inapplicable,Inapplicable,Don't know
2680847101,26808471013101,26,3,No,Inapplicable,No,17.0,40.0
2680847101,26808471014101,26,4,No,Inapplicable,No,17.0,40.0
2680847101,26808471015101,26,5,No,Inapplicable,No,17.0,40.0
2680847102,26808471023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680847102,26808471024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680847102,26808471025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680847103,26808471033103,26,3,No,Inapplicable,No,Don't know,40.0
2680847103,26808471034103,26,4,No,Inapplicable,No,Don't know,40.0
2680847103,26808471035103,26,5,No,Inapplicable,No,Don't know,40.0
2680848102,26808481023101,26,3,No,Inapplicable,No,15.0,40.0
2680848102,26808481024101,26,4,No,Inapplicable,No,15.0,40.0
2680848102,26808481025101,26,5,No,Inapplicable,No,15.0,40.0
2680848103,26808481033102,26,3,No,Inapplicable,No,14.0,30.0
2680848103,26808481034102,26,4,No,Inapplicable,No,16.0,30.0
2680848103,26808481035102,26,5,No,Inapplicable,No,16.0,30.0
2680848104,26808481044103,26,4,No,No,No,14.0,15.0
2680848104,26808481045103,26,5,No,Inapplicable,No,16.0,15.0
2680851101,26808511013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680851101,26808511014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680851101,26808511015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680851102,26808511023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,35.0
2680851102,26808511024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,35.0
2680851102,26808511025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,35.0
2680856101,26808561013201,26,3,No,Inapplicable,No,14.5,32.0
2680856101,26808561014201,26,4,No,Inapplicable,No,14.5,32.0
2680856101,26808561015201,26,5,No,Inapplicable,No,14.5,32.0
2680856102,26808561023101,26,3,No,Inapplicable,No,11.5,30.0
2680856102,26808561024101,26,4,No,Inapplicable,Inapplicable,Inapplicable,30.0
2680856102,26808561024103,26,4,No,No,No,16.0,40.0
2680856102,26808561025103,26,5,No,Inapplicable,No,16.0,40.0
2680856103,26808561033102,26,3,No,Inapplicable,No,11.5,40.0
2680856103,26808561034102,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680856105,26808561053202,26,3,No,Inapplicable,No,Don't know,40.0
2680856105,26808561054202,26,4,No,Inapplicable,No,Don't know,40.0
2680856105,26808561055202,26,5,No,Inapplicable,No,Don't know,40.0
2680859101,26808591013102,26,3,Inapplicable,Inapplicable,No,26.0,40.0
2680859101,26808591014102,26,4,Inapplicable,Inapplicable,No,27.5,40.0
2680859101,26808591015102,26,5,Inapplicable,Inapplicable,No,27.5,40.0
2680859102,26808591023101,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680859102,26808591024101,26,4,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680859102,26808591025101,26,5,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680860101,26808601013102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,60.0
2680860101,26808601014102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,60.0
2680860101,26808601015102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,60.0
2680860102,26808601023101,26,3,No,Inapplicable,Unknown/Not reported,Inapplicable,16.0
2680860102,26808601024101,26,4,No,Inapplicable,Unknown/Not reported,Inapplicable,16.0
2680860102,26808601025101,26,5,No,Inapplicable,Unknown/Not reported,Inapplicable,16.0
2680861101,26808611013104,26,3,No,No,Inapplicable,Inapplicable,24.0
2680861101,26808611014104,26,4,No,Inapplicable,Inapplicable,Inapplicable,24.0
2680861101,26808611015104,26,5,No,Inapplicable,Inapplicable,Inapplicable,24.0
2680861102,26808611023102,26,3,No,Inapplicable,No,14.0,18.0
2680861102,26808611024102,26,4,No,Inapplicable,No,14.0,18.0
2680861102,26808611025102,26,5,No,Inapplicable,No,16.0,18.0
2680870101,26808701013102,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2680870101,26808701013104,26,3,Yes,No,No,20.0,40.0
2680870101,26808701014104,26,4,Yes,Inapplicable,No,21.0,40.0
2680870101,26808701015104,26,5,Yes,Inapplicable,No,21.0,40.0
2680873101,26808731013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680873101,26808731014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680873101,26808731015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680876101,26808761013101,26,3,Inapplicable,Inapplicable,No,18.27,40.0
2680876101,26808761013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,1.0
2680876101,26808761014101,26,4,Inapplicable,Inapplicable,No,18.27,40.0
2680876101,26808761014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,1.0
2680876101,26808761015101,26,5,Inapplicable,Inapplicable,No,20.65,40.0
2680876101,26808761015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,1.0
2680876104,26808761043103,26,3,Yes,Inapplicable,No,14.5,40.0
2680876104,26808761044103,26,4,Yes,Inapplicable,Inapplicable,Inapplicable,40.0
2680876104,26808761045104,26,5,No,No,No,15.5,25.0
2680876104,26808761045105,26,5,No,No,No,14.0,24.0
2680877103,26808771034107,26,4,No,No,No,12.0,20.0
2680877103,26808771035107,26,5,No,Inapplicable,No,12.0,20.0
2680882101,26808821013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680882101,26808821014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680882101,26808821015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680882102,26808821023102,26,3,Yes,Inapplicable,Yes,Inapplicable,40.0
2680882102,26808821023201,26,3,No,No,Inapplicable,Inapplicable,7.0
2680882102,26808821024102,26,4,Yes,Inapplicable,Yes,Inapplicable,40.0
2680882102,26808821024201,26,4,No,Inapplicable,Inapplicable,Inapplicable,7.0
2680882102,26808821025102,26,5,Yes,Inapplicable,Yes,Inapplicable,40.0
2680882102,26808821025201,26,5,No,Inapplicable,Inapplicable,Inapplicable,7.0
2680884101,26808841013102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680884101,26808841014102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680884101,26808841015102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680889101,26808891013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680889101,26808891014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680889101,26808891015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680892101,26808921013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,10.0
2680892101,26808921014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,10.0
2680892101,26808921015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,10.0
2680895101,26808951013102,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,38.0
2680895101,26808951013103,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680895101,26808951013105,26,3,No,No,Inapplicable,Inapplicable,10.0
2680895101,26808951014102,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,38.0
2680895101,26808951014103,26,4,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680895101,26808951014105,26,4,No,Inapplicable,Inapplicable,Inapplicable,10.0
2680895101,26808951015102,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,38.0
2680895101,26808951015103,26,5,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680895101,26808951015105,26,5,No,Inapplicable,Inapplicable,Inapplicable,10.0
2680895102,26808951023101,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,48.0
2680895102,26808951023104,26,3,Inapplicable,No,Yes,Inapplicable,55.0
2680895102,26808951024104,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,55.0
2680895102,26808951025104,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,55.0
2680920101,26809201013102,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680920101,26809201014102,26,4,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680920101,26809201015102,26,5,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680920102,26809201023101,26,3,Inapplicable,Inapplicable,No,Don't know,40.0
2680920102,26809201024101,26,4,Inapplicable,Inapplicable,No,Don't know,40.0
2680920102,26809201025101,26,5,Inapplicable,Inapplicable,No,Don't know,40.0
2680924101,26809241013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680924101,26809241014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680924101,26809241015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680927101,26809271013101,26,3,Yes,Inapplicable,Yes,Inapplicable,10.0
2680927101,26809271014101,26,4,Yes,Inapplicable,Yes,Inapplicable,10.0
2680927101,26809271015101,26,5,Yes,Inapplicable,Yes,Inapplicable,10.0
2680929101,26809291013102,26,3,Inapplicable,Inapplicable,No,Don't know,35.0
2680929101,26809291014102,26,4,Inapplicable,Inapplicable,No,Don't know,35.0
2680929101,26809291015102,26,5,Inapplicable,Inapplicable,No,Refused,35.0
2680933101,26809331013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680933101,26809331014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680933101,26809331015101,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680933102,26809331023102,26,3,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680933102,26809331024102,26,4,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680933102,26809331025102,26,5,No,Inapplicable,Inapplicable,Inapplicable,40.0
2680935101,26809351013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680935101,26809351014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680935101,26809351015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680938101,26809381013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680938101,26809381014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680938101,26809381015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680948101,26809481013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680948101,26809481014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680948101,26809481015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,45.0
2680953101,26809531013101,26,3,Inapplicable,Inapplicable,No,30.0,28.0
2680953101,26809531014101,26,4,Inapplicable,Inapplicable,No,30.0,28.0
2680953101,26809531015101,26,5,Inapplicable,Inapplicable,No,30.0,28.0
2680953102,26809531023201,26,3,Inapplicable,Inapplicable,No,15.0,60.0
2680953102,26809531023203,26,3,Yes,Inapplicable,Inapplicable,Inapplicable,Inapplicable
2680953102,26809531024201,26,4,Inapplicable,Inapplicable,No,19.0,60.0
2680953102,26809531025201,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,60.0
2680953102,26809531025204,26,5,No,No,No,25.0,36.0
2680954101,26809541013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680954101,26809541014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680954101,26809541015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680954102,26809541023102,26,3,Yes,Inapplicable,Yes,Inapplicable,40.0
2680954102,26809541024102,26,4,Yes,Inapplicable,Yes,Inapplicable,40.0
2680954102,26809541025102,26,5,Yes,Inapplicable,Yes,Inapplicable,40.0
2680956101,26809561013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,20.0
2680956101,26809561013104,26,3,No,Yes,No,Don't know,8.0
2680956101,26809561014104,26,4,No,Inapplicable,No,Don't know,8.0
2680956101,26809561015104,26,5,No,Inapplicable,No,Don't know,8.0
2680956102,26809561023102,26,3,Inapplicable,Inapplicable,No,35.0,1.0
2680956102,26809561023103,26,3,Inapplicable,Inapplicable,Inapplicable,Inapplicable,1.0
2680956102,26809561024102,26,4,Inapplicable,Inapplicable,No,35.0,1.0
2680956102,26809561024103,26,4,Inapplicable,Inapplicable,Inapplicable,Inapplicable,1.0
2680956102,26809561025102,26,5,Inapplicable,Inapplicable,No,35.0,1.0
2680956102,26809561025103,26,5,Inapplicable,Inapplicable,Inapplicable,Inapplicable,1.0
2680961101,26809611013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680961101,26809611014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680961101,26809611015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,40.0
2680961102,26809611023103,26,3,Yes,Inapplicable,No,20.0,20.0
2680961102,26809611024103,26,4,Yes,Inapplicable,No,20.0,20.0
2680961102,26809611025103,26,5,Yes,Inapplicable,Yes,Inapplicable,20.0
2680962101,26809621013102,26,3,Yes,Inapplicable,Yes,Inapplicable,40.0
2680962101,26809621014102,26,4,Yes,Inapplicable,Yes,Inapplicable,40.0
2680962101,26809621015102,26,5,Yes,Inapplicable,Yes,Inapplicable,40.0
2680962102,26809621023103,26,3,Inapplicable,Inapplicable,No,30.0,40.0
2680962102,26809621024103,26,4,Inapplicable,Inapplicable,No,30.0,40.0
2680962102,26809621025103,26,5,Inapplicable,Inapplicable,No,30.0,40.0
2680962103,26809621033105,26,3,No,Inapplicable,No,20.0,15.0
2680962103,26809621033106,26,3,No,Inapplicable,Inapplicable,Inapplicable,15.0
2680962103,26809621034105,26,4,No,Inapplicable,No,25.0,15.0
2680962103,26809621035105,26,5,No,Inapplicable,No,30.0,15.0
2680966101,26809661013101,26,3,Inapplicable,Inapplicable,Yes,Inapplicable,25.0
2680966101,26809661014101,26,4,Inapplicable,Inapplicable,Yes,Inapplicable,25.0
2680966101,26809661015101,26,5,Inapplicable,Inapplicable,Yes,Inapplicable,25.0
2680970101,26809701013101,26,3,No,Inapplicable,Inapplicable,Inapplicable,1.0
2680970101,26809701014101,26,4,No,Inapplicable,Inapplicable,Inapplicable,1.0
